No.,Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
730,HDSN,8.97%,-13.57%,16.01%,105.19%,150.79%,77.93%,5.01%,6.63%,2.00,1.27M,0.41,8.19,3.61%,"266,706"
731,HDV,0.69%,2.33%,-7.10%,-2.89%,5.70%,-0.48%,1.36%,1.43%,-,1.72M,0.31,100.51,0.00%,"274,187"
732,HEI,5.33%,10.30%,-4.82%,-7.34%,7.89%,-2.10%,2.15%,2.19%,2.40,314.04K,0.72,142.56,0.97%,"116,136"
733,HERA,0.10%,0.10%,-0.10%,0.31%,0.62%,0.41%,0.13%,0.19%,-,292.25K,3.85,9.82,0.10%,"579,970"
734,HES,10.05%,-4.25%,-10.04%,13.41%,41.33%,40.61%,4.27%,4.86%,2.20,2.47M,0.37,105.08,0.95%,"473,588"
735,HESM,6.71%,1.54%,-9.96%,-1.56%,31.35%,7.67%,2.92%,3.80%,2.60,572.38K,0.34,29.09,-2.22%,"100,842"
736,HEWJ,2.30%,5.74%,1.80%,-2.71%,4.52%,-3.10%,0.93%,0.95%,-,243.36K,0.83,38.61,0.52%,"104,000"
737,HEWU,1.53%,2.06%,-4.33%,-1.07%,4.93%,2.22%,0.61%,0.64%,-,8.06K,0.97,23.86,-0.52%,"4,049"
738,HFBL,4.05%,13.69%,1.99%,16.89%,71.37%,5.98%,0.00%,1.73%,-,0.96K,0.32,20.75,-3.94%,158
739,HFFG,7.14%,12.27%,-9.85%,-36.99%,1.50%,-36.17%,5.77%,6.99%,-,61.32K,0.08,5.48,1.48%,"2,513"
740,HFRO,2.50%,3.42%,-2.13%,4.07%,9.42%,4.64%,1.70%,1.72%,-,227.37K,0.82,11.64,1.22%,"96,209"
741,HFWA,2.08%,10.69%,8.16%,-2.50%,18.36%,8.43%,2.29%,2.66%,2.70,157.42K,0.90,26.39,-0.42%,"73,286"
742,HGLB,4.08%,6.20%,-5.42%,1.22%,6.31%,9.59%,2.25%,3.10%,-,84.31K,0.42,10.08,1.39%,"18,241"
743,HGTY,1.94%,8.05%,15.75%,-23.07%,18.97%,-18.62%,4.19%,5.01%,-,217.28K,0.21,11.45,-0.78%,"23,554"
744,HGV,6.55%,3.39%,-19.34%,-23.83%,3.88%,-24.43%,3.65%,4.22%,1.70,830.96K,0.63,39.10,-0.71%,"270,724"
745,HHS,5.30%,20.94%,59.19%,54.46%,95.96%,59.61%,7.54%,7.33%,-,60.11K,0.79,12.25,0.99%,"24,538"
746,HIE,4.39%,7.02%,-12.54%,-10.54%,0.72%,-5.43%,2.12%,2.52%,-,45.57K,2.29,9.89,1.33%,"53,752"
747,HIFS,10.11%,13.25%,-7.37%,-22.29%,5.39%,-24.21%,2.92%,2.24%,-,3.79K,0.11,318.73,0.16%,205
748,HIG,-2.23%,-1.38%,-15.42%,-12.38%,3.42%,-8.05%,2.23%,2.49%,2.10,1.99M,0.40,63.37,-0.17%,"411,086"
749,HIGA,0.00%,0.20%,0.20%,0.92%,1.85%,1.33%,0.09%,0.10%,-,143.11K,0.08,9.93,0.20%,"5,554"
750,HII,-2.39%,3.01%,-7.07%,4.78%,6.05%,10.91%,2.35%,2.68%,2.60,359.26K,0.22,207.97,0.41%,"41,091"
751,HIII,0.10%,0.20%,0.31%,0.82%,0.41%,0.93%,0.11%,0.27%,-,181.81K,0.00,9.81,0.00%,0
752,HLAH,-0.20%,0.20%,0.41%,0.51%,0.31%,0.61%,0.00%,0.12%,-,70.50K,0.00,9.83,0.00%,0
753,HLI,2.79%,4.47%,-2.72%,-30.04%,0.19%,-22.30%,2.91%,2.88%,3.20,331.34K,0.31,80.31,-0.15%,"52,484"
754,HLIT,8.51%,14.81%,14.27%,-15.30%,25.84%,-17.60%,3.55%,3.16%,2.20,620.65K,0.99,9.96,2.79%,"316,242"
755,HLLY,5.14%,16.62%,-15.09%,-10.59%,21.54%,-10.32%,3.02%,3.73%,1.70,774.78K,0.47,11.92,2.32%,"187,132"
756,HLT,7.79%,5.19%,-22.46%,-17.96%,3.76%,-22.17%,3.14%,3.36%,2.40,2.49M,0.52,122.76,1.11%,"674,023"
757,HMNF,-0.92%,-1.01%,-8.66%,-8.10%,9.83%,-8.51%,1.33%,1.02%,-,2.73K,0.23,22.50,-0.31%,329
758,HNNA,14.81%,6.31%,3.81%,-6.27%,15.06%,-0.47%,4.46%,5.06%,2.00,12.70K,0.09,10.93,2.89%,580
759,HNRG,9.09%,8.91%,19.34%,135.64%,113.86%,163.41%,8.73%,11.04%,-,471.20K,0.19,6.47,-0.08%,"47,196"
760,HOLI,1.32%,4.20%,0.59%,4.63%,2.67%,9.23%,2.12%,2.63%,1.50,237.81K,0.79,15.60,1.43%,"96,911"
761,HOLX,-0.27%,5.02%,-6.24%,1.29%,0.17%,-7.93%,2.39%,2.30%,2.10,1.98M,0.61,70.20,-0.41%,"618,387"
762,HOMB,2.55%,7.65%,-0.45%,-14.22%,1.66%,-9.32%,2.40%,2.65%,2.00,1.61M,0.52,22.17,0.41%,"433,194"
763,HONE,3.22%,6.81%,4.95%,-3.99%,5.33%,-2.76%,1.47%,1.86%,2.00,173.29K,0.40,14.40,-0.21%,"35,441"
764,HOPE,3.36%,6.09%,-7.13%,-13.94%,14.50%,-1.77%,2.33%,2.55%,2.80,907.43K,0.68,14.55,0.69%,"319,690"
765,HP,8.86%,3.87%,-13.63%,40.30%,53.20%,79.96%,4.05%,5.44%,2.40,1.34M,0.31,42.37,-0.66%,"216,051"
766,HPE,5.03%,3.22%,-12.29%,-21.53%,0.80%,-12.62%,2.72%,2.79%,2.40,11.12M,0.63,14.02,1.74%,"3,618,273"
767,HPK,10.49%,-20.89%,-27.58%,28.01%,141.66%,63.25%,6.84%,8.17%,2.00,443.28K,0.17,23.94,0.17%,"39,314"
768,HPQ,4.79%,0.37%,-14.57%,-14.55%,18.99%,-12.85%,2.77%,2.86%,2.90,10.49M,0.40,33.10,0.82%,"2,189,500"
769,HRB,3.48%,14.40%,39.98%,72.22%,63.07%,61.55%,2.58%,2.87%,2.40,2.46M,0.31,37.60,-1.21%,"399,102"
770,HRMY,-3.13%,23.85%,4.32%,43.43%,90.00%,23.38%,5.72%,5.65%,1.70,542.08K,0.60,54.13,2.89%,"167,931"
771,HROW,2.56%,12.99%,2.27%,-15.06%,0.98%,-16.44%,5.74%,5.17%,1.70,118.59K,0.36,7.23,0.14%,"21,956"
772,HSBC,0.70%,-0.19%,-6.85%,-10.69%,17.84%,4.71%,1.48%,1.58%,1.00,3.27M,0.57,30.92,-2.06%,"966,426"
773,HSIC,2.27%,6.53%,-13.52%,0.22%,5.62%,0.54%,1.57%,2.11%,2.70,846.10K,0.53,78.30,0.45%,"231,881"
774,HSON,4.99%,-0.28%,-8.91%,19.88%,75.76%,11.03%,7.26%,5.22%,3.00,17.18K,0.10,32.20,0.00%,921
775,HST,7.40%,2.76%,-11.93%,-4.57%,11.24%,-1.55%,2.85%,4.08%,2.20,9.58M,0.53,17.15,0.18%,"2,619,980"
776,HSY,-1.83%,6.85%,-3.70%,8.31%,20.44%,11.70%,1.16%,1.76%,2.60,1.15M,0.33,215.23,-0.41%,"195,636"
777,HT,8.84%,9.07%,11.18%,8.61%,20.94%,12.76%,3.74%,5.07%,2.40,326.74K,0.20,10.31,-0.29%,"33,608"
778,HTA,4.14%,6.33%,-5.56%,-10.89%,5.11%,-12.52%,3.76%,2.90%,2.60,5.56M,1.79,29.40,0.65%,"5,117,163"
779,HTBK,2.36%,5.63%,-1.31%,-11.27%,3.49%,-5.70%,2.38%,2.61%,1.50,169.90K,0.38,11.28,0.18%,"33,521"
780,HTPA,0.05%,0.41%,0.30%,-0.10%,1.75%,-0.20%,0.20%,0.13%,2.00,141.42K,0.00,9.89,-0.06%,5
781,HUBB,3.63%,10.83%,5.18%,-4.16%,2.28%,-7.94%,3.61%,2.69%,2.50,311.26K,0.37,190.40,-0.69%,"59,590"
782,HUBG,3.60%,4.68%,18.26%,-9.29%,15.60%,-13.19%,2.86%,3.82%,2.20,249.17K,0.30,73.30,0.23%,"38,299"
783,HUDI,-0.61%,-18.86%,-15.74%,-1.37%,309.45%,-39.11%,7.80%,9.02%,-,54.49K,0.29,19.38,-0.56%,"8,085"
784,HUGS,0.10%,-0.10%,-4.76%,-4.29%,0.82%,-5.40%,0.18%,0.21%,-,214.50K,0.23,9.81,-0.05%,"25,460"
785,HUM,2.51%,17.04%,9.11%,26.46%,7.46%,6.78%,2.28%,2.62%,2.00,854.59K,0.88,484.95,-2.09%,"387,059"
786,HUN,2.15%,5.39%,-14.10%,-21.80%,19.54%,-14.22%,2.63%,3.17%,2.20,2.44M,0.39,29.50,-1.40%,"492,880"
787,HURN,3.94%,11.15%,22.40%,38.61%,44.42%,31.08%,4.33%,3.76%,1.50,169.42K,0.32,65.58,0.27%,"27,585"
788,HUSA,16.71%,-21.72%,-9.20%,194.77%,156.50%,217.48%,9.99%,10.76%,-,7.89M,0.12,4.55,0.11%,"504,071"
789,HWBK,1.64%,7.34%,2.16%,4.44%,16.69%,4.36%,1.84%,2.86%,-,5.51K,0.05,26.12,0.35%,131
790,HWC,3.06%,5.66%,-5.61%,-16.74%,13.46%,-8.52%,4.10%,3.14%,1.80,424.67K,1.87,46.79,2.25%,"409,305"
791,HWKN,3.16%,-1.29%,-14.62%,-10.61%,15.94%,-10.75%,2.55%,2.62%,2.00,59.72K,0.22,35.86,1.85%,"6,870"
792,HWM,3.20%,11.95%,-2.71%,-1.68%,13.09%,8.33%,3.12%,3.36%,1.90,2.67M,0.66,34.62,0.41%,"909,226"
793,HXL,4.34%,15.95%,0.86%,-0.88%,6.18%,9.17%,3.53%,3.50%,2.70,671.54K,0.29,56.93,0.67%,"101,525"
794,HZON,0.00%,0.51%,0.00%,1.12%,2.06%,1.02%,0.14%,0.14%,-,192.72K,0.03,9.94,0.10%,"3,405"
795,IAK,-1.94%,2.26%,-11.26%,-7.36%,8.28%,-3.14%,1.68%,1.72%,-,64.34K,0.25,81.05,0.12%,"8,155"
796,IBCP,3.14%,9.34%,-5.57%,-22.53%,1.52%,-16.17%,2.85%,2.48%,2.70,89.29K,0.40,20.03,0.10%,"18,242"
797,IBN,3.85%,14.96%,0.61%,-11.04%,14.16%,-0.61%,1.59%,1.67%,1.30,8.44M,0.72,19.49,-0.92%,"3,145,691"
798,IBOC,3.57%,5.72%,-0.12%,-9.94%,7.73%,-2.74%,2.23%,2.44%,-,230.72K,0.20,40.85,-0.92%,"23,940"
799,IBTX,1.03%,5.15%,-1.57%,-11.42%,3.92%,-3.26%,2.63%,2.47%,2.10,225.00K,0.43,69.83,0.04%,"50,281"
800,ICFI,-0.63%,1.59%,-7.57%,-11.97%,2.11%,-10.44%,2.26%,2.83%,1.20,99.61K,0.33,92.09,0.27%,"17,090"
801,ICL,-1.16%,-3.88%,-25.49%,-14.76%,43.45%,-2.69%,2.94%,3.47%,3.00,1.29M,0.91,9.20,-2.18%,"604,465"
802,IDA,0.61%,8.20%,-6.20%,-4.02%,3.06%,-6.50%,1.65%,2.19%,1.60,229.77K,0.65,105.04,-0.85%,"77,353"
803,IDU,-0.67%,6.63%,-7.88%,-1.02%,5.24%,-4.09%,1.35%,1.76%,-,129.91K,0.45,84.53,-0.33%,"29,862"
804,IDX,1.41%,-4.84%,-11.94%,-6.01%,7.98%,-3.55%,0.97%,0.90%,-,86.23K,0.07,19.41,1.38%,"2,917"
805,IECS,0.38%,6.04%,-4.79%,-5.27%,0.84%,-5.36%,0.72%,0.70%,-,1.65K,0.19,32.89,-0.25%,162
806,IEO,6.87%,-8.95%,-11.50%,9.89%,63.27%,28.85%,3.21%,4.30%,-,329.80K,0.36,80.00,1.38%,"61,758"
807,IEZ,5.41%,-10.27%,-27.40%,-3.24%,19.48%,18.00%,3.18%,4.33%,-,614.08K,0.41,15.06,-0.99%,"129,295"
808,IFRA,3.16%,5.97%,-10.28%,-7.90%,2.91%,-8.55%,1.73%,1.88%,-,616.27K,1.84,35.01,0.10%,"583,796"
809,IFS,5.09%,-7.50%,-25.28%,-24.43%,7.74%,-9.25%,4.56%,4.32%,2.40,50.38K,0.49,23.85,-0.38%,"12,835"
810,IGAC,0.00%,0.40%,0.51%,1.12%,1.95%,1.22%,0.12%,0.11%,-,55.21K,0.00,9.93,0.00%,0
811,IGE,4.61%,-5.82%,-14.89%,3.65%,31.88%,14.58%,2.38%,3.13%,-,868.75K,0.31,36.24,0.47%,"137,758"
812,IGF,2.25%,3.18%,-8.74%,-2.99%,4.28%,-1.68%,1.26%,1.35%,-,542.71K,0.77,46.53,-0.56%,"214,325"
813,IGT,8.18%,6.19%,-19.52%,-31.87%,0.58%,-34.11%,4.48%,5.50%,2.00,2.12M,0.38,18.96,-0.47%,"413,444"
814,IHE,-0.77%,6.65%,-1.57%,-1.23%,3.06%,-4.66%,1.11%,1.30%,-,19.15K,0.30,190.11,-0.12%,"3,004"
815,IHF,3.13%,13.25%,-5.52%,-1.11%,3.01%,-6.62%,1.84%,1.83%,-,71.94K,0.42,266.94,-1.52%,"15,627"
816,III,-0.28%,23.69%,14.33%,2.60%,27.47%,-6.82%,2.56%,4.20%,1.50,485.79K,0.13,7.10,0.00%,"33,231"
817,IIIN,9.20%,10.83%,1.58%,-3.35%,28.49%,-1.31%,3.11%,3.67%,2.00,132.51K,0.31,39.55,0.66%,"21,006"
818,IMAX,10.36%,17.24%,6.06%,-5.00%,8.80%,-0.90%,3.53%,3.71%,2.10,595.61K,0.41,17.76,0.45%,"127,298"
819,IMCR,5.06%,55.04%,33.38%,100.92%,27.66%,34.67%,7.25%,8.47%,1.70,211.96K,1.09,45.91,-0.43%,"119,131"
820,IMGO,12.53%,45.98%,-2.60%,-6.71%,7.01%,-27.29%,10.07%,8.83%,1.40,180.21K,0.29,17.77,3.10%,"26,917"
821,IMKTA,3.18%,3.30%,-3.55%,14.37%,55.48%,6.72%,2.34%,2.89%,-,108.49K,0.65,92.60,0.50%,"36,317"
822,IMLP,2.33%,-10.54%,0.87%,21.35%,7.34%,16.56%,1.90%,1.23%,-,3.92K,0.00,14.51,0.00%,0
823,IMO,5.44%,-11.32%,-12.88%,10.84%,71.42%,24.60%,4.27%,4.69%,2.20,762.55K,0.90,44.98,0.00%,"354,524"
824,IMPX,0.10%,0.20%,0.00%,0.41%,2.27%,-0.50%,0.14%,0.11%,-,160.53K,1.94,9.94,0.05%,"160,339"
825,IMXI,2.14%,18.75%,9.66%,34.69%,45.13%,40.85%,4.11%,4.42%,2.20,394.02K,0.95,22.43,-0.20%,"191,997"
826,INBK,7.82%,9.24%,-5.26%,-24.01%,32.23%,-15.84%,4.42%,3.94%,1.80,44.64K,0.40,38.94,-1.64%,"9,270"
827,INCO,2.07%,8.68%,0.92%,-6.48%,3.82%,-4.12%,0.86%,0.74%,-,8.93K,1.01,51.41,-0.56%,"4,663"
828,INCR,2.37%,-1.79%,-2.10%,-8.47%,12.04%,-6.64%,4.00%,4.21%,2.00,57.82K,0.53,6.07,0.33%,"15,643"
829,INCY,1.17%,19.58%,1.28%,8.65%,4.90%,10.84%,2.51%,2.72%,2.10,1.47M,0.88,82.36,1.22%,"667,180"
830,INDB,1.35%,4.39%,3.25%,-6.85%,16.94%,-0.61%,1.86%,1.97%,2.00,196.42K,0.46,81.37,0.42%,"46,088"
831,INDO,3.86%,-15.78%,-72.91%,113.11%,35.73%,149.64%,10.42%,10.61%,3.00,1.78M,0.34,7.03,0.57%,"311,752"
832,INFL,4.53%,-1.31%,-14.45%,-5.64%,2.38%,-6.12%,1.78%,1.98%,-,353.13K,0.61,29.50,0.70%,"110,595"
833,INGR,-0.07%,2.47%,-2.44%,-14.01%,0.92%,-10.12%,1.74%,2.21%,2.50,377.22K,0.27,86.67,-0.22%,"53,447"
834,INSP,3.63%,23.73%,-18.46%,-15.68%,13.65%,-12.94%,4.75%,5.22%,2.10,311.24K,0.49,205.67,2.68%,"78,438"
835,INSW,16.13%,0.50%,6.89%,44.81%,50.92%,51.02%,4.58%,5.52%,1.80,654.99K,0.43,22.15,-0.11%,"145,365"
836,INTG,4.41%,-10.56%,-14.24%,-2.10%,15.76%,-13.18%,4.42%,5.03%,-,2.28K,0.01,44.40,0.27%,12
837,INVA,1.80%,1.52%,-20.60%,-12.22%,10.68%,-14.67%,4.42%,3.51%,3.00,973.88K,0.42,14.45,-1.83%,"209,013"
838,IONS,6.16%,16.45%,-4.22%,18.74%,10.46%,29.08%,3.71%,4.03%,2.70,1.06M,0.39,38.96,-0.81%,"213,191"
839,IOSP,7.01%,8.00%,4.17%,-1.46%,13.66%,7.50%,3.20%,3.19%,2.50,109.59K,0.83,96.98,-0.14%,"47,048"
840,IPAR,5.66%,15.91%,-10.74%,-22.00%,11.09%,-29.80%,3.16%,3.56%,2.50,107.08K,0.33,75.48,0.59%,"18,028"
841,IPI,8.98%,-23.62%,-65.28%,-2.54%,43.81%,-2.90%,5.88%,7.02%,3.70,583.29K,0.33,41.35,-0.34%,"97,727"
842,IRDM,3.23%,13.29%,-1.01%,4.94%,4.61%,-4.84%,2.79%,2.73%,1.50,493.83K,0.31,38.98,-0.79%,"77,952"
843,IRM,-2.60%,0.67%,-17.21%,3.69%,8.61%,-11.29%,2.59%,2.62%,2.10,1.65M,0.56,46.91,1.07%,"478,759"
844,IRMD,2.02%,15.63%,-11.53%,-13.60%,12.28%,-17.66%,3.92%,4.12%,1.50,52.14K,0.18,37.83,1.45%,"4,909"
845,IRT,4.26%,2.75%,-20.81%,-9.34%,9.98%,-17.65%,2.89%,2.84%,1.70,3.93M,0.17,21.34,0.33%,"347,863"
846,IRTC,6.86%,32.56%,4.64%,1.42%,175.19%,21.59%,6.20%,6.14%,1.80,427.69K,0.62,148.58,3.83%,"137,725"
847,ISEE,0.00%,18.21%,-29.00%,-14.05%,22.78%,-29.72%,6.84%,7.38%,1.70,2.11M,0.43,11.91,1.40%,"467,561"
848,ISIG,-3.54%,9.59%,-2.42%,-52.27%,12.52%,-59.88%,6.20%,7.49%,-,149.61K,0.12,9.23,-0.32%,"9,544"
849,ISLE,0.20%,0.30%,0.50%,1.42%,1.73%,1.32%,0.16%,0.10%,-,57.34K,0.83,9.97,0.00%,"24,399"
850,ISTR,2.16%,5.19%,21.37%,23.81%,0.22%,23.41%,1.92%,1.74%,2.20,26.88K,0.69,22.97,1.10%,"9,586"
851,ITCI,2.68%,4.68%,-7.72%,29.86%,57.46%,6.86%,5.80%,6.17%,1.70,819.45K,0.54,55.88,-0.10%,"226,297"
852,ITOS,10.41%,42.06%,-16.66%,-33.66%,9.40%,-43.49%,9.65%,7.53%,1.60,500.72K,0.58,27.18,3.31%,"149,517"
853,IUS,2.83%,5.56%,-9.01%,-10.06%,0.36%,-9.59%,1.49%,1.48%,-,86.96K,0.20,36.87,0.55%,"8,945"
854,IVT,2.17%,2.82%,-9.86%,-0.29%,62.62%,0.22%,2.51%,3.34%,3.00,801.15K,0.11,27.09,-0.84%,"43,739"
855,IXC,4.92%,-5.47%,-11.39%,6.24%,42.74%,22.50%,2.32%,3.08%,-,1.12M,0.47,33.80,0.30%,"270,536"
856,IYE,5.40%,-5.03%,-10.28%,12.28%,52.22%,28.50%,2.85%,3.59%,-,2.54M,0.34,39.03,0.90%,"440,367"
857,IYK,-0.07%,5.02%,-5.89%,-4.60%,7.79%,-2.46%,1.10%,1.28%,-,133.79K,0.27,194.17,-0.56%,"18,553"
858,J,2.89%,8.02%,-10.71%,-3.18%,0.09%,-7.57%,1.99%,2.18%,1.70,616.40K,0.33,128.71,0.02%,"105,461"
859,JAKK,3.50%,30.76%,2.82%,52.36%,47.30%,39.76%,7.28%,6.43%,2.30,62.23K,0.42,14.61,2.89%,"13,566"
860,JBHT,6.31%,11.43%,1.76%,-13.66%,9.26%,-14.65%,2.82%,2.73%,2.20,791.52K,1.30,171.94,-1.44%,"531,888"
861,JBL,6.17%,3.58%,-4.55%,-22.34%,2.46%,-21.93%,3.03%,3.07%,1.60,908.99K,0.43,55.29,0.67%,"202,006"
862,JCIC,0.00%,0.10%,0.20%,0.92%,1.67%,0.82%,0.17%,0.18%,-,73.10K,0.76,9.85,0.10%,"28,497"
863,JDIV,1.72%,4.94%,-8.08%,-7.06%,1.96%,-5.60%,1.36%,1.33%,-,16.54K,0.57,32.31,0.11%,"4,881"
864,JDST,-6.17%,38.98%,122.15%,26.00%,21.45%,33.46%,7.99%,8.15%,-,4.00M,1.02,14.72,1.94%,"2,107,410"
865,JHME,7.13%,-6.21%,-12.32%,12.25%,59.32%,31.48%,1.83%,2.69%,-,13.84K,0.10,28.91,-0.52%,691
866,JJG,0.78%,-19.49%,-20.53%,8.60%,11.76%,7.84%,1.44%,3.08%,-,9.05K,0.21,71.20,-0.33%,966
867,JJN,-4.34%,-19.03%,-39.52%,-6.67%,12.89%,-0.60%,5.01%,5.76%,-,17.14K,0.94,28.47,4.65%,"8,326"
868,JKHY,5.44%,13.33%,-2.80%,15.10%,14.15%,16.44%,2.02%,2.02%,2.70,475.51K,0.54,195.88,0.74%,"133,502"
869,JKS,-4.21%,16.11%,14.89%,31.85%,15.14%,35.81%,6.32%,6.88%,2.80,1.33M,0.44,62.21,-0.34%,"301,367"
870,JMIN,0.92%,5.80%,-7.42%,-5.50%,1.76%,-7.38%,1.06%,1.08%,-,15.18K,0.32,35.60,-0.52%,"2,529"
871,JNJ,-2.37%,0.95%,-3.36%,2.29%,2.88%,0.36%,2.16%,1.91%,2.30,7.37M,0.81,171.81,0.07%,"3,087,565"
872,JNPR,2.86%,5.53%,-16.87%,-15.76%,9.66%,-18.29%,2.86%,2.37%,2.60,3.88M,1.36,28.72,-1.58%,"2,719,917"
873,JO,4.61%,-7.17%,-3.57%,-10.45%,33.06%,-4.39%,2.39%,2.84%,-,19.39K,2.19,59.25,1.23%,"21,857"
874,JOB,1.87%,5.08%,-1.29%,4.94%,11.04%,-0.86%,7.62%,5.80%,2.00,357.45K,0.86,0.58,2.44%,"157,616"
875,JWSM,0.20%,0.51%,0.20%,1.02%,0.82%,1.13%,0.17%,0.22%,-,235.24K,16.32,9.86,0.00%,"1,977,712"
876,K,-1.42%,6.32%,6.40%,6.55%,11.02%,11.69%,1.60%,1.99%,3.00,3.06M,0.44,70.91,-1.45%,"689,151"
877,KAHC,0.10%,0.41%,0.00%,0.20%,0.93%,0.72%,0.22%,0.21%,-,246.77K,0.01,9.81,-0.05%,730
878,KAI,6.54%,13.74%,1.13%,-8.60%,14.25%,-16.49%,3.27%,3.13%,2.20,36.82K,0.74,193.62,0.59%,"14,049"
879,KAIR,0.41%,0.71%,1.23%,1.44%,2.22%,1.02%,0.00%,0.10%,-,47.07K,0.10,9.86,-0.30%,"2,500"
880,KAR,5.22%,18.58%,-4.44%,0.06%,3.81%,4.61%,3.45%,3.96%,2.20,1.20M,0.31,16.52,1.10%,"195,095"
881,KBR,4.96%,12.92%,-9.99%,4.28%,30.87%,4.79%,2.83%,3.22%,1.80,1.68M,0.27,49.92,0.04%,"235,573"
882,KBWP,-3.45%,0.00%,-10.66%,-6.39%,4.10%,-3.12%,1.84%,1.73%,-,33.01K,0.28,77.40,0.12%,"4,725"
883,KBWR,3.57%,7.12%,-3.86%,-20.00%,1.95%,-11.14%,1.28%,1.43%,-,6.34K,0.13,55.81,-0.28%,440
884,KDNY,2.90%,12.30%,23.34%,27.52%,31.34%,13.06%,5.57%,5.81%,1.50,675.72K,0.25,18.66,1.19%,"88,253"
885,KDP,0.50%,5.92%,-0.82%,-7.13%,2.53%,-1.03%,1.59%,1.90%,2.30,12.12M,0.37,36.41,-0.19%,"2,312,523"
886,KE,5.61%,-0.65%,10.96%,-9.28%,2.78%,-8.32%,4.24%,4.57%,1.50,77.51K,0.15,19.87,-0.40%,"5,894"
887,KELYA,9.20%,23.35%,2.57%,14.90%,1.83%,26.00%,3.61%,3.91%,1.30,171.37K,0.42,21.35,1.04%,"36,751"
888,KEN,3.16%,0.82%,-9.41%,-4.70%,71.54%,0.02%,3.00%,3.60%,-,66.34K,0.33,42.28,-0.42%,"11,422"
889,KEQU,11.20%,38.09%,33.24%,48.71%,61.36%,49.29%,3.20%,3.00%,-,4.01K,7.42,17.99,-5.11%,"15,338"
890,KEX,7.31%,1.76%,-8.02%,-8.32%,9.73%,3.26%,2.56%,3.62%,1.70,445.47K,0.48,62.06,1.13%,"109,799"
891,KFFB,5.33%,6.40%,4.63%,8.65%,10.47%,5.11%,0.82%,3.12%,-,7.21K,0.03,7.88,-0.38%,130
892,KFRC,-0.05%,7.03%,-14.14%,-14.01%,5.95%,-17.19%,2.70%,3.55%,1.40,122.28K,0.45,63.52,1.97%,"28,320"
893,KFS,0.50%,14.53%,13.67%,13.67%,15.62%,10.77%,3.00%,2.75%,-,19.68K,0.07,6.00,-1.15%,744
894,KIE,-0.82%,4.37%,-9.58%,-9.29%,1.96%,-7.13%,1.79%,1.80%,-,1.14M,0.39,37.55,0.16%,"231,630"
895,KIM,4.06%,12.05%,-16.33%,-15.99%,7.36%,-14.77%,2.19%,2.50%,2.10,4.93M,0.61,21.52,2.45%,"1,536,116"
896,KINZ,-1.67%,-0.79%,-0.45%,0.20%,1.42%,0.30%,0.54%,0.66%,-,60.78K,0.53,9.98,-0.35%,"16,636"
897,KLAC,10.13%,11.33%,5.40%,-22.34%,17.41%,-19.65%,4.19%,4.05%,2.00,1.46M,0.64,356.24,3.08%,"483,462"
898,KMF,4.34%,5.34%,-11.09%,-1.16%,10.47%,7.09%,2.73%,3.46%,-,165.16K,0.40,7.72,0.26%,"33,771"
899,KMI,3.96%,3.65%,-11.46%,-3.24%,0.76%,9.14%,2.27%,2.90%,3.00,17.25M,0.53,17.30,-0.06%,"4,685,629"
900,KNSL,2.22%,10.56%,0.38%,10.26%,36.38%,-4.53%,3.52%,3.80%,2.40,100.90K,0.51,224.76,-1.03%,"26,475"
901,KNTK,6.14%,1.77%,4.97%,13.73%,20.83%,20.14%,4.85%,5.66%,1.70,327.23K,0.24,36.74,-0.24%,"39,890"
902,KNX,4.48%,12.43%,10.37%,-10.97%,6.85%,-17.03%,3.04%,3.05%,2.10,2.07M,0.64,49.75,-1.60%,"679,304"
903,KO,-0.22%,5.86%,-2.96%,1.86%,12.20%,5.61%,1.50%,1.68%,2.10,18.28M,0.43,61.70,-1.33%,"4,035,318"
904,KOF,3.58%,0.31%,-1.38%,0.27%,6.27%,2.01%,2.50%,2.66%,2.30,162.40K,0.69,54.72,-2.09%,"57,375"
905,KOS,12.07%,-16.31%,-22.72%,27.73%,158.85%,69.08%,5.94%,6.69%,1.80,9.33M,0.54,5.88,0.43%,"2,576,116"
906,KR,-0.63%,-5.06%,-18.19%,-3.71%,15.17%,4.51%,1.91%,2.76%,2.80,6.32M,0.60,47.15,-0.33%,"1,961,219"
907,KRBN,-1.25%,-2.75%,-2.77%,-10.28%,31.41%,-9.82%,1.15%,1.38%,-,276.59K,1.63,43.98,-4.18%,"232,995"
908,KRE,3.84%,7.14%,-6.16%,-22.68%,1.74%,-14.03%,2.26%,2.25%,-,9.43M,0.51,61.22,0.51%,"2,466,020"
909,KRNL,0.00%,0.20%,0.31%,1.03%,0.92%,0.82%,0.08%,1.06%,-,34.74K,0.01,9.83,0.00%,211
910,KRO,2.77%,-4.02%,9.55%,12.09%,29.78%,16.12%,3.25%,3.80%,3.00,258.47K,0.42,17.35,-0.43%,"55,279"
911,KRP,7.12%,-2.03%,-5.64%,4.20%,39.85%,20.25%,3.42%,4.69%,1.60,393.94K,0.30,16.41,0.12%,"61,826"
912,KRTX,2.25%,32.88%,2.72%,7.05%,17.01%,1.72%,5.23%,5.53%,1.50,306.56K,0.65,133.16,-0.07%,"102,698"
